Node Type,Relation Name,Plan Rows,Actual Rows,Join Index,Query Name,Startup Cost,Total Cost,Actual Startup Time,Actual Total Time,outer_rel,inner_rel,outer_est,inner_est,outer_act,inner_act
Seq Scan,comp_cast_type,1,1,,./JOB-queries/23b.sql,0.0,1.05,0.003,0.003,,,,,,
Seq Scan,kind_type,1,1,,./JOB-queries/23b.sql,0.0,1.09,0.001,0.002,,,,,,
Seq Scan,keyword,4,4,,./JOB-queries/23b.sql,0.0,2961.55,0.907,13.642,,,,,,
Bitmap Index Scan,,303,283,,./JOB-queries/23b.sql,0.0,6.71,0.335,0.335,,,,,,
Bitmap Heap Scan,movie_keyword,303,283,,./JOB-queries/23b.sql,6.78,1096.87,0.419,52.201,,,303.0,,283.0,
Nested Loop,,135,1133,1.0,./JOB-queries/23b.sql,6.78,7361.15,1.467,222.554,keyword,movie_keyword,4.0,303.0,4.0,283.0
Index Scan,title,1,0,,./JOB-queries/23b.sql,0.43,0.49,0.268,0.268,,,,,,
Nested Loop,,74,557,2.0,./JOB-queries/23b.sql,7.21,7427.27,1.797,526.432,,title,135.0,1.0,1133.0,0.0
Nested Loop,,11,401,3.0,./JOB-queries/23b.sql,7.21,7429.29,70.426,526.495,kind_type,,1.0,74.0,1.0,557.0
Index Scan,complete_cast,2,0,,./JOB-queries/23b.sql,0.42,0.46,0.034,0.034,,,,,,
Nested Loop,,15,141,4.0,./JOB-queries/23b.sql,7.63,7434.55,76.184,540.296,,complete_cast,11.0,2.0,401.0,0.0
Nested Loop,,4,60,5.0,./JOB-queries/23b.sql,7.63,7435.78,76.191,540.313,comp_cast_type,,1.0,15.0,1.0,141.0
Index Scan,movie_companies,5,20,,./JOB-queries/23b.sql,0.43,0.54,0.152,0.257,,,,,,
Nested Loop,,3,1218,6.0,./JOB-queries/23b.sql,8.06,7438.19,76.317,555.86,,movie_companies,4.0,5.0,60.0,20.0
Index Scan,company_name,1,0,,./JOB-queries/23b.sql,0.42,0.45,0.045,0.045,,,,,,
Nested Loop,,1,315,7.0,./JOB-queries/23b.sql,8.48,7439.53,76.695,610.57,,company_name,3.0,1.0,1218.0,0.0
Seq Scan,company_type,4,1,,./JOB-queries/23b.sql,0.0,1.04,0.0,0.0,,,,,,
Nested Loop,,1,315,8.0,./JOB-queries/23b.sql,8.48,7440.62,76.698,610.845,,company_type,1.0,4.0,315.0,1.0
Index Scan,movie_info,1,0,,./JOB-queries/23b.sql,0.43,1.49,0.447,0.448,,,,,,
Nested Loop,,1,16,9.0,./JOB-queries/23b.sql,8.92,7442.12,336.639,751.869,,movie_info,1.0,1.0,315.0,0.0
Seq Scan,info_type,1,1,,./JOB-queries/23b.sql,0.0,2.41,0.002,0.002,,,,,,
Nested Loop,,1,16,10.0,./JOB-queries/23b.sql,8.92,7444.55,336.645,751.909,,info_type,1.0,1.0,16.0,1.0
Aggregate,,1,1,,./JOB-queries/23b.sql,7444.55,7444.56,751.919,751.921,,,1.0,,16.0,
Seq Scan,movie_companies,2346,8008,,./JOB-queries/5a.sql,0.0,35097.06,12.442,467.506,,,,,,
Seq Scan,company_type,1,1,,./JOB-queries/5a.sql,0.0,1.05,0.015,0.015,,,,,,
Hash,,1,1,,./JOB-queries/5a.sql,1.05,1.05,0.028,0.028,company_type,,1.0,,1.0,
Hash Join,,587,0,1.0,./JOB-queries/5a.sql,1.06,35110.8,467.95,467.952,movie_companies,,2346.0,1.0,8008.0,1.0
Index Scan,title,1,0,,./JOB-queries/5a.sql,0.43,7.21,0.0,0.0,,,,,,
Nested Loop,,237,0,2.0,./JOB-queries/5a.sql,1.49,39341.65,467.951,467.953,,title,587.0,1.0,0.0,0.0
Index Scan,movie_info,1,0,,./JOB-queries/5a.sql,0.43,2.24,0.0,0.0,,,,,,
Nested Loop,,62,0,3.0,./JOB-queries/5a.sql,1.93,39875.59,467.951,467.953,,movie_info,237.0,1.0,0.0,0.0
Seq Scan,info_type,113,0,,./JOB-queries/5a.sql,0.0,2.13,0.0,0.0,,,,,,
Hash,,113,0,,./JOB-queries/5a.sql,2.13,2.13,0.0,0.0,info_type,,113.0,,0.0,
Hash Join,,62,0,4.0,./JOB-queries/5a.sql,5.47,39879.31,467.952,467.954,,,62.0,113.0,0.0,0.0
Aggregate,,1,1,,./JOB-queries/5a.sql,39879.46,39879.47,467.954,467.956,,,62.0,,0.0,
Gather,,2,3,,./JOB-queries/5a.sql,40879.46,40879.67,470.731,471.353,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/5a.sql,40879.68,40879.69,470.791,471.356,,,2.0,,3.0,
Seq Scan,info_type,1,1,,./JOB-queries/19c.sql,0.0,2.41,0.005,0.008,,,,,,
Seq Scan,role_type,1,1,,./JOB-queries/19c.sql,0.0,1.15,0.002,0.003,,,,,,
Index Scan,cast_info,76237,276166,,./JOB-queries/19c.sql,0.44,108276.93,1.456,98662.147,,,,,,
Nested Loop,,69884,276166,1.0,./JOB-queries/19c.sql,0.44,109040.45,1.459,98673.972,role_type,cast_info,1.0,76237.0,1.0,276166.0
Index Only Scan,char_name,1,1,,./JOB-queries/19c.sql,0.43,0.91,0.044,0.044,,,,,,
Memoize,,1,1,,./JOB-queries/19c.sql,0.44,0.92,0.008,0.008,char_name,,1.0,,1.0,
Nested Loop,,33332,255651,2.0,./JOB-queries/19c.sql,0.88,130996.6,2.127,100843.107,,,69884.0,1.0,276166.0,1.0
Index Scan,name,1,0,,./JOB-queries/19c.sql,0.43,1.59,0.006,0.006,,,,,,
Nested Loop,,157,5686,3.0,./JOB-queries/19c.sql,1.31,184085.46,41.732,102484.225,,name,33332.0,1.0,255651.0,0.0
Index Scan,title,1,1,,./JOB-queries/19c.sql,0.43,1.44,0.204,0.204,,,,,,
Nested Loop,,86,3349,4.0,./JOB-queries/19c.sql,1.74,184310.82,41.896,103643.132,,title,157.0,1.0,5686.0,1.0
Index Scan,movie_info,1,1,,./JOB-queries/19c.sql,0.43,20.84,0.552,0.768,,,,,,
Nested Loop,,21,2129,5.0,./JOB-queries/19c.sql,2.17,186104.31,44.724,106215.402,,movie_info,86.0,1.0,3349.0,1.0
Nested Loop,,1,2129,6.0,./JOB-queries/19c.sql,2.17,186106.99,44.731,106215.625,info_type,,1.0,21.0,1.0,2129.0
Index Scan,movie_companies,5,4,,./JOB-queries/19c.sql,0.43,2.58,0.071,0.092,,,,,,
Nested Loop,,1,8585,7.0,./JOB-queries/19c.sql,2.6,186109.62,44.89,106412.94,,movie_companies,1.0,5.0,2129.0,4.0
Index Scan,company_name,1,0,,./JOB-queries/19c.sql,0.42,1.17,0.023,0.023,,,,,,
Nested Loop,,1,2632,8.0,./JOB-queries/19c.sql,3.02,186110.79,44.903,106611.245,,company_name,1.0,1.0,8585.0,0.0
Index Only Scan,aka_name,2,1,,./JOB-queries/19c.sql,0.42,0.84,0.012,0.012,,,,,,
Nested Loop,,1,3575,9.0,./JOB-queries/19c.sql,3.45,186111.65,167.731,106643.414,,aka_name,1.0,2.0,2632.0,1.0
Aggregate,,1,1,,./JOB-queries/19c.sql,186111.66,186111.67,106646.681,106646.683,,,1.0,,3575.0,
Seq Scan,movie_companies,41879,66173,,./JOB-queries/9b.sql,0.0,37814.9,0.615,567.615,,,,,,
Seq Scan,company_name,49543,28281,,./JOB-queries/9b.sql,0.0,4722.92,0.086,88.393,,,,,,
Hash,,49543,28281,,./JOB-queries/9b.sql,4722.92,4722.92,90.439,90.439,company_name,,49543.0,,28281.0,
Hash Join,,15009,59022,1.0,./JOB-queries/9b.sql,5342.21,43267.04,91.109,683.965,movie_companies,,41879.0,49543.0,66173.0,28281.0
Index Scan,title,1,0,,./JOB-queries/9b.sql,0.43,2.24,0.045,0.045,,,,,,
Nested Loop,,3069,15669,2.0,./JOB-queries/9b.sql,5342.64,76936.2,95.741,3356.566,,title,15009.0,1.0,59022.0,0.0
Index Scan,cast_info,1,1,,./JOB-queries/9b.sql,0.44,3.44,63.394,63.68,,,,,,
Nested Loop,,2243,8997,3.0,./JOB-queries/9b.sql,5343.08,87518.77,292.803,1001166.481,,cast_info,3069.0,1.0,15669.0,1.0
Seq Scan,role_type,1,1,,./JOB-queries/9b.sql,0.0,1.15,0.012,0.012,,,,,,
Hash,,1,1,,./JOB-queries/9b.sql,1.15,1.15,0.015,0.015,role_type,,1.0,,1.0,
Hash Join,,187,2522,4.0,./JOB-queries/9b.sql,5344.24,87527.9,480.275,1001167.597,,,2243.0,1.0,8997.0,1.0
Index Scan,name,1,0,,./JOB-queries/9b.sql,0.43,0.86,0.166,0.166,,,,,,
Nested Loop,,1,10,5.0,./JOB-queries/9b.sql,5344.67,87688.28,9324.566,1001586.076,,name,187.0,1.0,2522.0,0.0
Gather,,1,30,,./JOB-queries/9b.sql,6344.67,88688.38,8580.734,1001575.248,,,1.0,,10.0,
Index Scan,char_name,1,1,,./JOB-queries/9b.sql,0.43,0.72,0.711,0.711,,,,,,
Nested Loop,,1,30,6.0,./JOB-queries/9b.sql,6345.1,88689.1,8581.908,1001596.623,,char_name,1.0,1.0,30.0,1.0
Index Scan,aka_name,2,1,,./JOB-queries/9b.sql,0.42,0.54,0.373,0.377,,,,,,
Nested Loop,,1,40,7.0,./JOB-queries/9b.sql,6345.52,88689.67,8584.57,1001607.994,,aka_name,1.0,2.0,30.0,1.0
Aggregate,,1,1,,./JOB-queries/9b.sql,88689.68,88689.69,1001608.005,1001608.202,,,1.0,,40.0,
Seq Scan,company_name,1,0,,./JOB-queries/15b.sql,0.0,5068.5,20.312,20.314,,,,,,
Index Scan,movie_companies,1,278,,./JOB-queries/15b.sql,0.43,357.48,3.467,207.511,,,,,,
Nested Loop,,1,139,1.0,./JOB-queries/15b.sql,0.43,5425.99,22.046,124.081,company_name,movie_companies,1.0,1.0,0.0,278.0
Index Only Scan,aka_title,3,0,,./JOB-queries/15b.sql,0.42,0.67,0.094,0.094,,,,,,
Nested Loop,,1,14,2.0,./JOB-queries/15b.sql,0.85,5426.68,35.557,137.197,,aka_title,1.0,3.0,139.0,0.0
Index Only Scan,company_type,1,1,,./JOB-queries/15b.sql,0.13,0.15,0.001,0.001,,,,,,
Nested Loop,,1,14,3.0,./JOB-queries/15b.sql,0.98,5426.84,35.561,137.213,,company_type,1.0,1.0,14.0,1.0
Index Scan,title,1,1,,./JOB-queries/15b.sql,0.43,0.95,0.618,0.618,,,,,,
Nested Loop,,1,13,4.0,./JOB-queries/15b.sql,1.41,5427.79,36.076,145.558,,title,1.0,1.0,14.0,1.0
Index Scan,movie_info,1,0,,./JOB-queries/15b.sql,0.43,2.34,3.382,3.646,,,,,,
Nested Loop,,1,2,5.0,./JOB-queries/15b.sql,1.85,5430.14,85.089,192.966,,movie_info,1.0,1.0,13.0,0.0
Index Scan,info_type,1,1,,./JOB-queries/15b.sql,0.14,0.28,0.003,0.003,,,,,,
Nested Loop,,1,2,6.0,./JOB-queries/15b.sql,1.99,5430.57,85.093,192.972,,info_type,1.0,1.0,2.0,1.0
Index Scan,movie_keyword,47,12,,./JOB-queries/15b.sql,0.43,1.42,1.163,1.165,,,,,,
Nested Loop,,5,18,7.0,./JOB-queries/15b.sql,2.42,5432.46,170.028,194.723,,movie_keyword,1.0,47.0,2.0,12.0
Index Only Scan,keyword,1,1,,./JOB-queries/15b.sql,0.42,0.44,0.189,0.189,,,,,,
Nested Loop,,5,18,8.0,./JOB-queries/15b.sql,2.84,5434.65,170.343,198.223,,keyword,5.0,1.0,18.0,1.0
Aggregate,,1,1,,./JOB-queries/15b.sql,5434.67,5434.68,198.234,198.235,,,5.0,,18.0,
Gather,,1,2,,./JOB-queries/15b.sql,6434.67,6434.78,363.338,363.356,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/15b.sql,6434.79,6434.8,363.342,363.36,,,1.0,,2.0,
Seq Scan,title,1053402,842736,,./JOB-queries/8d.sql,0.0,46529.03,1.125,1000.334,,,,,,
Seq Scan,movie_companies,1087137,869710,,./JOB-queries/8d.sql,0.0,29661.37,0.777,528.021,,,,,,
Seq Scan,company_name,49543,28281,,./JOB-queries/8d.sql,0.0,4722.92,0.009,5.501,,,,,,
Hash,,49543,28281,,./JOB-queries/8d.sql,4722.92,4722.92,7.141,7.141,company_name,,49543.0,,28281.0,
Hash Join,,389630,384599,1.0,./JOB-queries/8d.sql,5342.21,37857.37,7.97,605.755,movie_companies,,1087137.0,49543.0,869710.0,28281.0
Hash,,389630,384599,,./JOB-queries/8d.sql,37857.37,37857.37,637.702,637.704,,,389630.0,,384599.0,
Hash Join,,389630,384583,2.0,./JOB-queries/8d.sql,44249.74,110220.49,1760.624,1981.83,title,,1053402.0,389630.0,842736.0,384599.0
Seq Scan,role_type,1,1,,./JOB-queries/8d.sql,0.0,1.15,0.018,0.019,,,,,,
Index Scan,cast_info,3295533,276403,,./JOB-queries/8d.sql,0.44,91799.27,0.862,65.727,,,,,,
Nested Loop,,3020905,276403,3.0,./JOB-queries/8d.sql,0.44,124755.75,0.882,78.175,role_type,cast_info,1.0,3295533.0,1.0,276403.0
Hash,,3020905,276403,,./JOB-queries/8d.sql,124755.75,124755.75,101.873,101.874,,,3020905.0,,276403.0,
Hash Join,,1233945,95173,4.0,./JOB-queries/8d.sql,218567.8,308758.42,2064.494,2254.505,,,389630.0,3020905.0,384583.0,276403.0
Index Only Scan,name,1,1,,./JOB-queries/8d.sql,0.43,0.45,0.083,0.083,,,,,,
Memoize,,1,1,,./JOB-queries/8d.sql,0.44,0.46,0.007,0.007,name,,1.0,,1.0,
Nested Loop,,1233945,95173,5.0,./JOB-queries/8d.sql,218568.24,372178.5,2064.589,2955.655,,,1233945.0,1.0,95173.0,1.0
Seq Scan,aka_name,375560,300448,,./JOB-queries/8d.sql,0.0,15150.6,0.077,209.478,,,,,,
Hash,,375560,300448,,./JOB-queries/8d.sql,15150.6,15150.6,244.269,244.269,aka_name,,375560.0,,300448.0,
Hash Join,,3042458,107658,6.0,./JOB-queries/8d.sql,240614.34,419036.86,3490.425,3527.051,,,1233945.0,375560.0,95173.0,300448.0
Aggregate,,1,1,,./JOB-queries/8d.sql,434249.15,434249.16,3609.132,3609.136,,,3042458.0,,107658.0,
Gather,,2,3,,./JOB-queries/8d.sql,435249.15,435249.36,3610.952,3618.693,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/8d.sql,435249.37,435249.38,3611.015,3618.702,,,2.0,,3.0,
Seq Scan,movie_companies,125513,196998,,./JOB-queries/19a.sql,0.0,35097.06,0.325,672.616,,,,,,
Seq Scan,company_name,49543,28281,,./JOB-queries/19a.sql,0.0,4722.92,0.003,5.43,,,,,,
Hash,,49543,28281,,./JOB-queries/19a.sql,4722.92,4722.92,7.0,7.0,company_name,,49543.0,,28281.0,
Hash Join,,44984,180699,1.0,./JOB-queries/19a.sql,5342.21,40768.75,7.395,701.179,movie_companies,,125513.0,49543.0,196998.0,28281.0
Seq Scan,role_type,1,1,,./JOB-queries/19a.sql,0.0,1.15,0.016,0.018,,,,,,
Index Scan,cast_info,76237,276166,,./JOB-queries/19a.sql,0.44,108276.93,2.183,1136.175,,,,,,
Nested Loop,,69884,276166,2.0,./JOB-queries/19a.sql,0.44,109040.45,2.201,1147.91,role_type,cast_info,1.0,76237.0,1.0,276166.0
Hash,,69884,276166,,./JOB-queries/19a.sql,109040.45,109040.45,1181.151,1181.151,,,69884.0,,276166.0,
Hash Join,,3296,26554,3.0,./JOB-queries/19a.sql,115256.21,150996.86,1189.67,1939.547,,,44984.0,69884.0,180699.0,276166.0
Index Scan,name,1,0,,./JOB-queries/19a.sql,0.43,1.59,0.037,0.037,,,,,,
Nested Loop,,8,110,4.0,./JOB-queries/19a.sql,115256.64,156246.5,1280.806,2929.381,,name,3296.0,1.0,26554.0,0.0
Index Only Scan,char_name,1,1,,./JOB-queries/19a.sql,0.43,0.91,0.169,0.169,,,,,,
Nested Loop,,4,102,5.0,./JOB-queries/19a.sql,115257.07,156253.81,1282.363,2947.976,,char_name,8.0,1.0,110.0,1.0
Index Scan,title,1,0,,./JOB-queries/19a.sql,0.43,1.44,0.346,0.346,,,,,,
Nested Loop,,1,22,6.0,./JOB-queries/19a.sql,115257.5,156259.61,1735.601,2983.186,,title,4.0,1.0,102.0,0.0
Index Scan,movie_info,1,2,,./JOB-queries/19a.sql,0.43,21.08,1.334,3.313,,,,,,
Nested Loop,,1,54,7.0,./JOB-queries/19a.sql,115257.93,156280.71,1738.094,3055.002,,movie_info,1.0,1.0,22.0,2.0
Index Only Scan,aka_name,2,1,,./JOB-queries/19a.sql,0.42,0.84,0.057,0.057,,,,,,
Nested Loop,,1,61,8.0,./JOB-queries/19a.sql,115258.36,156281.57,1934.395,3058.121,,aka_name,1.0,2.0,54.0,1.0
Index Scan,info_type,1,1,,./JOB-queries/19a.sql,0.14,0.16,0.257,0.257,,,,,,
Memoize,,1,1,,./JOB-queries/19a.sql,0.15,0.17,0.004,0.004,info_type,,1.0,,1.0,
Nested Loop,,1,61,9.0,./JOB-queries/19a.sql,115258.51,156281.75,1934.664,3058.409,,,1.0,1.0,61.0,1.0
Gather,,1,184,,./JOB-queries/19a.sql,116258.51,157281.85,1473.831,3080.36,,,1.0,,61.0,
Aggregate,,1,1,,./JOB-queries/19a.sql,157281.86,157281.87,3080.491,3080.571,,,1.0,,184.0,
Seq Scan,movie_companies,74884,98543,,./JOB-queries/5c.sql,0.0,35097.06,0.118,386.005,,,,,,
Seq Scan,company_type,1,1,,./JOB-queries/5c.sql,0.0,1.05,0.014,0.014,,,,,,
Hash,,1,1,,./JOB-queries/5c.sql,1.05,1.05,0.02,0.02,company_type,,1.0,,1.0,
Hash Join,,18721,266,1.0,./JOB-queries/5c.sql,1.06,35502.96,257.187,389.906,movie_companies,,74884.0,1.0,98543.0,1.0
Index Scan,title,1,1,,./JOB-queries/5c.sql,0.43,1.45,0.433,0.433,,,,,,
Nested Loop,,13041,256,2.0,./JOB-queries/5c.sql,1.49,62676.12,258.551,505.249,,title,18721.0,1.0,266.0,1.0
Index Scan,movie_info,2,1,,./JOB-queries/5c.sql,0.46,1.77,1.696,1.936,,,,,,
Nested Loop,,16563,223,3.0,./JOB-queries/5c.sql,1.95,86023.57,260.865,1000.349,,movie_info,13041.0,2.0,256.0,1.0
Seq Scan,info_type,113,113,,./JOB-queries/5c.sql,0.0,2.13,0.011,0.015,,,,,,
Hash,,113,113,,./JOB-queries/5c.sql,2.13,2.13,0.021,0.022,info_type,,113.0,,113.0,
Hash Join,,16563,223,4.0,./JOB-queries/5c.sql,5.49,86072.23,260.894,1000.43,,,16563.0,113.0,223.0,113.0
Aggregate,,1,1,,./JOB-queries/5c.sql,86113.63,86113.64,1000.654,1000.655,,,16563.0,,223.0,
Gather,,2,3,,./JOB-queries/5c.sql,87113.63,87113.84,1007.24,1007.254,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/5c.sql,87113.85,87113.86,1007.245,1007.259,,,2.0,,3.0,
Seq Scan,info_type,1,1,,./JOB-queries/22d.sql,0.0,2.41,0.007,0.012,,,,,,
Seq Scan,keyword,4,3,,./JOB-queries/22d.sql,0.0,2961.55,2.028,26.68,,,,,,
Bitmap Index Scan,,303,12364,,./JOB-queries/22d.sql,0.0,6.71,2.069,2.07,,,,,,
Bitmap Heap Scan,movie_keyword,303,12364,,./JOB-queries/22d.sql,6.78,1096.87,2.996,1148.908,,,303.0,,12364.0,
Nested Loop,,135,37091,1.0,./JOB-queries/22d.sql,6.78,7361.15,5.112,3476.176,keyword,movie_keyword,4.0,303.0,3.0,12364.0
Index Scan,title,1,0,,./JOB-queries/22d.sql,0.43,0.49,0.167,0.167,,,,,,
Nested Loop,,55,9739,2.0,./JOB-queries/22d.sql,7.21,7427.27,5.673,9680.702,,title,135.0,1.0,37091.0,0.0
Seq Scan,kind_type,2,2,,./JOB-queries/22d.sql,0.0,1.09,0.003,0.003,,,,,,
Materialize,,2,1,,./JOB-queries/22d.sql,0.0,1.1,0.0,0.0,kind_type,,2.0,,2.0,
Nested Loop,,16,8073,3.0,./JOB-queries/22d.sql,7.21,7429.94,6.649,9682.873,,,55.0,2.0,9739.0,1.0
Index Scan,movie_info_idx,3,2,,./JOB-queries/22d.sql,0.43,0.5,0.166,0.167,,,,,,
Nested Loop,,46,17788,4.0,./JOB-queries/22d.sql,7.64,7438.49,7.065,11036.033,,movie_info_idx,16.0,3.0,8073.0,2.0
Nested Loop,,1,5949,5.0,./JOB-queries/22d.sql,7.64,7441.48,7.075,11037.116,info_type,,1.0,46.0,1.0,17788.0
Index Scan,movie_info,2,1,,./JOB-queries/22d.sql,0.43,1.79,2.259,2.609,,,,,,
Nested Loop,,1,4709,6.0,./JOB-queries/22d.sql,8.07,7443.29,9.348,26558.7,,movie_info,1.0,2.0,5949.0,1.0
Seq Scan,info_type,1,1,,./JOB-queries/22d.sql,0.0,2.41,0.001,0.002,,,,,,
Nested Loop,,1,4115,7.0,./JOB-queries/22d.sql,8.07,7445.72,9.351,26571.802,,info_type,1.0,1.0,4709.0,1.0
Index Scan,movie_companies,5,16,,./JOB-queries/22d.sql,0.43,0.54,0.149,0.207,,,,,,
Nested Loop,,1,64848,8.0,./JOB-queries/22d.sql,8.5,7446.32,9.51,27430.425,,movie_companies,1.0,5.0,4115.0,16.0
Index Scan,company_name,1,1,,./JOB-queries/22d.sql,0.42,0.45,0.023,0.023,,,,,,
Nested Loop,,1,46281,9.0,./JOB-queries/22d.sql,8.92,7446.77,51.581,28902.415,,company_name,1.0,1.0,64848.0,1.0
Seq Scan,company_type,4,1,,./JOB-queries/22d.sql,0.0,1.04,0.0,0.0,,,,,,
Nested Loop,,1,46281,10.0,./JOB-queries/22d.sql,8.92,7447.86,51.585,28931.664,,company_type,1.0,4.0,46281.0,1.0
Aggregate,,1,1,,./JOB-queries/22d.sql,7447.86,7447.87,28983.969,28983.98,,,1.0,,46281.0,
Seq Scan,title,579498,460462,,./JOB-queries/23a.sql,0.0,49162.53,1.227,725.002,,,,,,
Seq Scan,complete_cast,135086,135086,,./JOB-queries/23a.sql,0.0,2081.86,0.064,16.256,,,,,,
Seq Scan,comp_cast_type,1,1,,./JOB-queries/23a.sql,0.0,1.05,0.012,0.012,,,,,,
Hash,,1,1,,./JOB-queries/23a.sql,1.05,1.05,0.02,0.02,comp_cast_type,,1.0,,1.0,
Hash Join,,33772,24592,1.0,./JOB-queries/23a.sql,1.06,2813.24,0.092,22.994,complete_cast,,135086.0,1.0,135086.0,1.0
Hash,,33772,24592,,./JOB-queries/23a.sql,2813.24,2813.24,24.518,24.519,,,33772.0,,24592.0,
Hash Join,,7741,694,2.0,./JOB-queries/23a.sql,3235.39,54648.45,28.271,777.392,title,,579498.0,33772.0,460462.0,24592.0
Seq Scan,kind_type,1,1,,./JOB-queries/23a.sql,0.0,1.09,0.013,0.013,,,,,,
Hash,,1,1,,./JOB-queries/23a.sql,1.09,1.09,0.016,0.016,kind_type,,1.0,,1.0,
Hash Join,,1106,344,3.0,./JOB-queries/23a.sql,3236.49,54682.17,542.066,777.557,,,7741.0,1.0,694.0,1.0
Index Scan,movie_info,1,0,,./JOB-queries/23a.sql,0.43,1.95,3.104,3.106,,,,,,
Nested Loop,,1,2,4.0,./JOB-queries/23a.sql,3236.92,56854.99,1644.223,1847.299,,movie_info,1106.0,1.0,344.0,0.0
Gather,,1,5,,./JOB-queries/23a.sql,4236.92,57855.09,1856.829,1856.851,,,1.0,,2.0,
Index Scan,info_type,1,1,,./JOB-queries/23a.sql,0.14,0.22,0.041,0.041,,,,,,
Nested Loop,,1,5,5.0,./JOB-queries/23a.sql,4237.06,57855.4,1857.036,1857.062,,info_type,1.0,1.0,5.0,1.0
Index Scan,movie_keyword,47,123,,./JOB-queries/23a.sql,0.43,1.34,0.141,0.286,,,,,,
Nested Loop,,1,615,6.0,./JOB-queries/23a.sql,4237.5,57857.21,1857.39,1858.532,,movie_keyword,1.0,47.0,5.0,123.0
Index Scan,movie_companies,5,1,,./JOB-queries/23a.sql,0.43,0.54,0.001,0.001,,,,,,
Nested Loop,,1,618,7.0,./JOB-queries/23a.sql,4237.93,57857.81,1857.548,1859.272,,movie_companies,1.0,5.0,615.0,1.0
Index Scan,company_name,1,1,,./JOB-queries/23a.sql,0.42,0.45,0.001,0.001,,,,,,
Nested Loop,,1,618,8.0,./JOB-queries/23a.sql,4238.35,57858.25,1857.562,1859.966,,company_name,1.0,1.0,618.0,1.0
Index Only Scan,company_type,1,1,,./JOB-queries/23a.sql,0.13,0.15,0.0,0.0,,,,,,
Nested Loop,,1,618,9.0,./JOB-queries/23a.sql,4238.48,57858.41,1857.706,1860.341,,company_type,1.0,1.0,618.0,1.0
Index Only Scan,keyword,1,1,,./JOB-queries/23a.sql,0.42,0.44,0.036,0.036,,,,,,
Nested Loop,,1,618,10.0,./JOB-queries/23a.sql,4238.9,57858.84,1859.202,1882.913,,keyword,1.0,1.0,618.0,1.0
Aggregate,,1,1,,./JOB-queries/23a.sql,57858.85,57858.86,1883.174,1883.195,,,1.0,,618.0,
Seq Scan,movie_companies,14,473,,./JOB-queries/5b.sql,0.0,37814.9,2.398,328.585,,,,,,
Seq Scan,company_type,1,1,,./JOB-queries/5b.sql,0.0,1.05,0.014,0.014,,,,,,
Hash,,1,1,,./JOB-queries/5b.sql,1.05,1.05,0.023,0.024,company_type,,1.0,,1.0,
Hash Join,,3,0,1.0,./JOB-queries/5b.sql,1.06,37816.04,328.681,328.681,movie_companies,,14.0,1.0,473.0,1.0
Index Scan,title,1,0,,./JOB-queries/5b.sql,0.43,8.45,0.0,0.0,,,,,,
Nested Loop,,1,0,2.0,./JOB-queries/5b.sql,1.49,37841.39,328.681,328.682,,title,3.0,1.0,0.0,0.0
Gather,,1,0,,./JOB-queries/5b.sql,1001.49,38841.49,331.084,331.64,,,1.0,,0.0,
Index Scan,movie_info,1,0,,./JOB-queries/5b.sql,0.43,3.05,0.0,0.0,,,,,,
Nested Loop,,1,0,3.0,./JOB-queries/5b.sql,1001.93,38844.55,331.084,331.64,,movie_info,1.0,1.0,0.0,0.0
Index Only Scan,info_type,1,0,,./JOB-queries/5b.sql,0.14,0.16,0.0,0.0,,,,,,
Nested Loop,,1,0,4.0,./JOB-queries/5b.sql,1002.07,38844.71,331.084,331.641,,info_type,1.0,1.0,0.0,0.0
Aggregate,,1,1,,./JOB-queries/5b.sql,38844.72,38844.73,331.087,331.644,,,1.0,,0.0,
Seq Scan,aka_name,375560,300448,,./JOB-queries/9a.sql,0.0,15150.6,0.764,179.319,,,,,,
Seq Scan,name,4099,2256,,./JOB-queries/9a.sql,0.0,81660.18,794.505,1897.468,,,,,,
Hash,,4099,2256,,./JOB-queries/9a.sql,81660.18,81660.18,1898.181,1898.181,name,,4099.0,,2256.0,
Hash Join,,887,519,1.0,./JOB-queries/9a.sql,81711.42,97847.86,1900.215,2091.27,aka_name,,375560.0,4099.0,300448.0,2256.0
Index Scan,cast_info,12,0,,./JOB-queries/9a.sql,0.44,13.01,0.349,0.361,,,,,,
Nested Loop,,2034,142,2.0,./JOB-queries/9a.sql,81711.86,109522.0,1920.34,2279.106,,cast_info,887.0,12.0,519.0,0.0
Seq Scan,role_type,1,1,,./JOB-queries/9a.sql,0.0,1.15,0.01,0.01,,,,,,
Hash,,1,1,,./JOB-queries/9a.sql,1.15,1.15,0.012,0.013,role_type,,1.0,,1.0,
Hash Join,,170,142,3.0,./JOB-queries/9a.sql,81713.02,109530.39,1920.379,2279.171,,,2034.0,1.0,142.0,1.0
Index Scan,movie_companies,1,1,,./JOB-queries/9a.sql,0.43,0.66,0.138,0.159,,,,,,
Nested Loop,,53,124,4.0,./JOB-queries/9a.sql,81713.45,109643.72,1932.517,2301.725,,movie_companies,170.0,1.0,142.0,1.0
